id|module_id|key_code|lang|descriptions|enabled|deleted|created_by|last_updated_by|category|module_code|version_number
1052087981659516930|1051666803430125569|request|zh_cn|申请单|1|0|1|1||menu|1
1052097148008919041|1051666803430125569|new-reimburse|zh_cn|新建报账单|1|0|1|1||menu|1
1052370419090583553|1051666803430125569|jd-request-edit|zh_cn|编辑京东申请|1|0|1|1||menu|1
1052380189608505346|1051666803430125569|pre-payment-approve|zh_cn|预付款单审批|1|0|1|1||menu|1
1052382082225270785|1051666803430125569|expense-report|zh_cn|报销单|1|0|1|1||menu|1
1052388809712726017|1051666803430125569|gl-work-order|zh_cn|核算工单|1|0|1|1||menu|1
1052388906668257282|1051666803430125569|my-gl-work-order|zh_cn|我的核算工单|1|0|1|1||menu|1
1052464881452052482|1051666803430125569|new-gl-work-order|zh_cn|新建核算工单|1|0|1|1||menu|1
1052472559494623233|1051666803430125569|my-gl-work-order-detail|zh_cn|核算工单详情|1|0|1|1||menu|1
1052874498531258370|1051666803430125569|expense-reverse|zh_cn|费用反冲|1|0|1|1||menu|1
1053113502619004930|1051666803430125569|form-list|zh_cn|表单管理|1|0|1|1||menu|1
1053124240498618370|1051666803430125569|company-group|zh_cn|公司组|1|0|1|1||menu|1
1053218409548214273|1051666803430125569|pay-refund|zh_cn|付款退款|1|0|1|1||menu|1
1054313536677081089|1051666803430125569|company-group-detail|zh_cn|公司组详情|1|0|1|1||menu|1
1054544028466802689|1051666803430125569|supplier-type|zh_cn|供应商类型定义|1|0|1|1||menu|1
1054634804957802497|1051666803430125569|budget-journal-check|zh_cn|预算审批|1|0|1|1||menu|1
1055109497074610178|1051666803430125569|subject-sheet-detail|zh_cn|科目表详情|1|0|1|1||menu|1
1055268840759750658|1051666803430125569|org-structure|zh_cn|组织架构|1|0|1|1||menu|1
1055358025071980545|1051666803430125569|person-group|zh_cn|人员组|1|0|1|1||menu|1
1055388212450947074|1051666803430125569|currency-setting-add|zh_cn|新增汇率|1|0|1|1||menu|1
1055633893832912898|1051666803430125569|approve-payment-requisition|zh_cn|付款申请单审批|1|0|1|1||menu|1
1055705014407585793|1051666803430125569|cost-center|zh_cn|成本中心|1|0|1|1||menu|1
1055714917096415233|1051666803430125569|budget-strategy-new|zh_cn|新建预算策略|1|0|1|1||menu|1
1055715740765446145|1051666803430125569|budget-strategy-detail|zh_cn|预算策略详情|1|0|1|1||menu|1
1055717075430727682|1051666803430125569|budget-journal-detail|zh_cn|预算日记账详情|1|0|1|1||menu|1
1055718134786088961|1051666803430125569|payment-detail|zh_cn|支付详情|1|0|1|1||menu|1
1055718546087927809|1051666803430125569|supplier-bank-account|zh_cn|银行账号|1|0|1|1||menu|1
1055718673888370689|1051666803430125569|gl-work-order-approval-detail|zh_cn|核算工单信息|1|0|1|1||menu|1
1055718734739333121|1051666803430125569|bank-account-detail|zh_cn|银行账户详情|1|0|1|1||menu|1
1055718854058893314|1051666803430125569|new-cash-transaction-class|zh_cn|新建现金事务分类|1|0|1|1||menu|1
1055718992550617090|1051666803430125569|order-type-company-distribution|zh_cn|核算工单类型分配公司|1|0|1|1||menu|1
1055719069495123969|1051666803430125569|new-gl-work-order-type|zh_cn|核算工单类型创建/编辑|1|0|1|1||menu|1
1055719299124879362|1051666803430125569|edit-payment-requisition|zh_cn|编辑付款申请单|1|0|1|1||menu|1
1055719494130655234|1051666803430125569|contract-company-distribution|zh_cn|合同类型分配公司|1|0|1|1||menu|1
1055719591480451074|1051666803430125569|new-contract-type|zh_cn|合同类型创建/编辑|1|0|1|1||menu|1
1055725695505588226|1051666803430125569|budget-strategy-detail-detail|zh_cn|策略明细|1|0|1|1||menu|1
1055726992535379969|1051666803430125569|reimburse-review-detail|zh_cn|报账单审核详情|1|0|1|1||menu|1
1056543672530427906|1051666803430125569|cost-center-detail|zh_cn|成本中心详情|1|0|1|1||menu|1
1056839425022304257|1051666803430125569|exp-report-reverse-check-detail|zh_cn|审核详情|1|0|1|1||menu|1
1057112826882367490|1051666803430125569|new-reverse|zh_cn|新建反冲|1|0|1|1||menu|1
1059288562334507010|1051666803430125569|accounting-view.|zh_cn|会计分录查询|1|0|1|1||menu|1
1060782132290207746|1051666803430125569|edit-reimburse|zh_cn|编辑报账单|1|0|1|1||menu|1
1073052470795489282|1051666803430125569|demo|zh_cn|培训|1|0|1|1||menu|1
1073459482746011651|1064770323488772097|PREPAY_PREPAYMENT_LINE_AMOUNT_TOO_BIG|en_us|The amount of advance payment is greater than that of the application form！|1|0|1|1|ERROR|menu|1
1073459482746011652|1064770323488772097|PREPAY_WRITTEN_OFF_AMOUNT_LESS_LEAN_ZERO|en_us|The amount that has been written off shall not be less than zero！|1|0|1|1|ERROR|menu|1
1073459482746011653|1064770323488772097|PREPAY_CASHPAYREQUISITION_STATUS_NOT_ALLOW|en_us|Only the documents submitted can be passed or refused!|1|0|1|1|ERROR|menu|1
1073459482746011654|1064770323488772097|PREPAY_CASHPAYREQUISITIONTYPE_ASSIGN_DEPARTMENT_ALREADY_EXISTS|en_us|This CashPayRequisitionTypeAssignDepartment data already exists!|1|0|1|1|ERROR|menu|1
1073459482746011655|1064770323488772097|PREPAY_CASHPAYREQUISITIONTYPE_ASSIGN_USER_GROUP_ALREADY_EXISTS|en_us|This CashPayRequisitionTypeAssignUserGroup data already exists!|1|0|1|1|ERROR|menu|1
1073459482746011656|1064770323488772097|PREPAY_CREATE_IS_NULL|en_us|The creator can not be empty！|1|0|1|1|ERROR|menu|1
1073459482746011657|1064770323488772097|PREPAY_HEAD_STATUS_ERROR|en_us|Get the exception of the prepaid state value list！|1|0|1|1|ERROR|menu|1
1036805028828209153|1036793564927143938|common.add|zh_cn|添加|1|0|1|1|||1
1036805280268345345|1036793564927143938|common.query|zh_cn|查询|1|0|1|1|||1
1036806606586941441|1036793564927143938|common.add|en_us|ADD|1|0|1|1|||1
1036806606708576258|1036793564927143938|common.query|en_us|QUERY|1|0|1|1|||1
1036812037208182785|1036793564927143938|common.delete|zh_cn|删除|1|0|1|1|||1
1036812037556310018|1036793564927143938|common.reset|zh_cn|重置|1|0|1|1|||1
1051672181463183362|1051666803430125569|contract-manage|zh_cn|合同管理|1|0|1|1||menu|1
1051673529550237698|1051666803430125569|prepayment-detail|zh_cn|预付款单详情|1|0|1|1||menu|1
1051676454519435266|1051666803430125569|my-reimburse|zh_cn|我的报账单|1|0|1|1||menu|1
1051739199730216962|1051666803430125569|new-expense-adjust|zh_cn|新建费用调整单|1|0|1|1||menu|1
1051742693287653378|1051666803430125569|payment-requisition-detail|zh_cn|付款申请单详情|1|0|1|1||menu|1
1051868198552858626|1051666803430125569|prepayment-type|zh_cn|预付款单类型定义|1|0|1|1||menu|1
1052008390307737601|1051666803430125569|expense-adjust-detail|zh_cn|费用调整单详情|1|0|1|1||menu|1
1052044930853498881|1051666803430125569|edit-contract|zh_cn|合同编辑|1|0|1|1||menu|1
1052441648614993922|1051666803430125569|payment-company-setting|zh_cn|付款公司配置|1|0|1|1||menu|1
1052503458953162753|1051666803430125569|prepayment1|zh_cn|预付款单|1|0|1|1||menu|1
1052814266325135361|1051666803430125569|new-request|zh_cn|新建申请单|1|0|1|1||menu|1
1052814814474530817|1051666803430125569|pay|zh_cn|支付|1|0|1|1||menu|1
1053112544916795394|1051666803430125569|financial-view|zh_cn|财务查询|1|0|1|1||menu|1
1053163188591652866|1051666803430125569|financial-accounting-setting|zh_cn|财务核算设置|1|0|1|1||menu|1
1053182058866012161|1051666803430125569|section-setting|zh_cn|科目段设置|1|0|1|1||menu|1
1054191708063264770|1051666803430125569|pay-refund-check|zh_cn|付款退款复核|1|0|1|1||menu|1
1054198405129433089|1051666803430125569|pay-backlash|zh_cn|付款反冲|1|0|1|1||menu|1
1054242643699429378|1051666803430125569|account-rules|zh_cn|核算规则|1|0|1|1||menu|1
1054249534416613378|1051666803430125569|accounting-scenarios-define|zh_cn|核算场景定义|1|0|1|1||menu|1
1054258121482301441|1051666803430125569|basic-data|zh_cn|基础数据|1|0|1|1||menu|1
1054258274960273410|1051666803430125569|bank-definition|zh_cn|银行定义|1|0|1|1||menu|1
1054285295002185730|1051666803430125569|subj-match-setting|zh_cn|科目匹配设置|1|0|1|1||menu|1
1054297876077080577|1051666803430125569|sob-voucher-model|zh_cn|帐套级凭证模板|1|0|1|1||menu|1
1054618725707542529|1051666803430125569|set-of-books|zh_cn|账套定义|1|0|1|1||menu|1
1054912999116369922|1051666803430125569|subject-sheet|zh_cn|科目表定义|1|0|1|1||menu|1
1054930653717852162|1051666803430125569|account-period-control|zh_cn|会计期间控制|1|0|1|1||menu|1
1054951510053875713|1051666803430125569|exp-adjust-type-define|zh_cn|费用调整单类型定义|1|0|1|1||menu|1
1055029830485405698|1051666803430125569|legal-person|zh_cn|法人实体|1|0|1|1||menu|1
1055289143074353153|1051666803430125569|org-roles-list|zh_cn|部门角色|1|0|1|1||menu|1
1055340963981291521|1051666803430125569|budget-structure-detail|zh_cn|预算表详情|1|0|1|1||menu|1
1055379364549881858|1051666803430125569|value-list|zh_cn|值列表|1|0|1|1||menu|1
1055475412022718466|1051666803430125569|new-coding-rule-object|zh_cn|新建编码规则对象|1|0|1|1||menu|1
1055475647860043778|1051666803430125569|coding-rule|zh_cn|编码规则|1|0|1|1||menu|1
1055481505750839297|1051666803430125569|new-coding-rule|zh_cn|新建编码规则|1|0|1|1||menu|1
1055481679160143873|1051666803430125569|coding-rule-value|zh_cn|编码规则明细|1|0|1|1||menu|1
1055716985781673985|1051666803430125569|new-budget-journal|zh_cn|新建预算日记账|1|0|1|1||menu|1
1055717154564661250|1051666803430125569|budget-journal-detail-submit|zh_cn|预算日记账详情(已提交)|1|0|1|1||menu|1
1055717266523217922|1051666803430125569|budget-journal-re-check-detail|zh_cn|预算日记账复核详情|1|0|1|1||menu|1
1055717812965531650|1051666803430125569|budget-journal-check-detail|zh_cn|预算审批详情|1|0|1|1||menu|1
1055718479872450561|1051666803430125569|supplier-delivery-company|zh_cn|供应商分配公司|1|0|1|1||menu|1
1055718793572835329|1051666803430125569|cash-transaction-class-detail|zh_cn|现金事务分类详情|1|0|1|1||menu|1
1055719183118819330|1051666803430125569|payment-distribution-company|zh_cn|付款申请单类型分配公司|1|0|1|1||menu|1
1055719653765865473|1051666803430125569|distribution-company|zh_cn|分配公司|1|0|1|1||menu|1
1056512905075023874|1051666803430125569|new-expense-type|zh_cn|新建费用类型|1|0|1|1||menu|1
1056539016412585986|1051666803430125569|cost-center-extend-filed|zh_cn|成本中心扩展字段|1|0|1|1||menu|1
1056743732128047105|1051666803430125569|budget-balance-query|zh_cn|预算余额方案查询|1|0|1|1||menu|1
1056789176442494978|1051666803430125569|pre-payment-view|zh_cn|预付款单财务查询|1|0|1|1||menu|1
1056789361453244418|1051666803430125569|pre-payment-detail|zh_cn|预付款单详情|1|0|1|1||menu|1
1056791004022382593|1051666803430125569|exp-report-reverse-check|zh_cn|费用反冲单审核|1|0|1|1||menu|1
1056791348517347329|1051666803430125569|workflow|zh_cn|审批流|1|0|1|1||menu|1
1056815126538428417|1051666803430125569|check-cost-application|zh_cn|费用申请查看|1|0|1|1||menu|1
1057112909963141121|1051666803430125569|expense-reverse-detail|zh_cn|费用反冲详情|1|0|1|1||menu|1
1057581601175969793|1051666803430125569|budget-balance-query-result|zh_cn|预算余额查询结果|1|0|1|1||menu|1
1059623423347859457|1051666803430125569|approve-exp-adjust|zh_cn|调整单审批详情|1|0|1|1||menu|1
1059987098889953282|1051666803430125569|workflow-setting-detail|zh_cn|审批流设置详情|1|0|1|1||menu|1
1064823934692429825|1051666803430125569|cost-application-detail|zh_cn|费用申请查看详情|1|0|1|1||menu|1
1067347598880198658|1051666803430125569|edit-person-group|zh_cn|编辑人员组|1|0|1|1||menu|1
1070891418300784642|1051666803430125569|application-type-detail|zh_cn|申请类型详情|1|0|1|1||menu|1
1071055133400047618|1051666803430125569|lcn-model|zh_cn|在线模块|1|0|1|1||menu|1
1073459482746011658|1064770323488772097|PREPAY_CASHPAYREQUISITIONTYPE_ASSIGN_REQUISITIONTYPE_NOT_EXIST|en_us|This CashPayRequisitionTypeAssignRequisitionType data does not exist!|1|0|1|1|ERROR|menu|1
1073459482746011659|1064770323488772097|PREPAY_CON_CONTRACT_DOCUMENT_RELATION_AMOUNT_LARGE|en_us|The connection amount exceeds the total amount of the contract line.|1|0|1|1|ERROR|menu|1
1051668154331557890|1051666803430125569|prepayment-recheck|zh_cn|预付款单复核|1|0|1|1||menu|1
1052479106387931137|1051666803430125569|gl-work-order-type|zh_cn|核算工单类型定义|1|0|1|1||menu|1
1052745468209393666|1051666803430125569|financial-management|zh_cn|财务管理|1|0|1|1||menu|1
1052135679548846081|1051666803430125569|pay-setting|zh_cn|支付设置|1|0|1|1||menu|1
1052144287158235137|1051666803430125569|payment-method|zh_cn|付款方式|1|0|1|1||menu|1
1052209549739945986|1051666803430125569|approval-management|zh_cn|审批|1|0|1|1||menu|1
1052209697878568962|1051666803430125569|contract-approve|zh_cn|合同审批|1|0|1|1||menu|1
1052375649651912706|1051666803430125569|cash-flow-item|zh_cn|现金流量项|1|0|1|1||menu|1
1052385647274618882|1051666803430125569|cash-transaction-class|zh_cn|现金事务分类|1|0|1|1||menu|1
1052748027884072961|1051666803430125569|gl-work-order-approval|zh_cn|核算工单审批|1|0|1|1||menu|1
1053122367318257665|1051666803430125569|budget-occupancy|zh_cn|预算占用调整|1|0|1|1||menu|1
1054201407307378690|1051666803430125569|voucher-template|zh_cn|凭证模板|1|0|1|1||menu|1
1054209059450122241|1051666803430125569|get-value-rule|zh_cn|取值规则|1|0|1|1||menu|1
1054240239436296193|1051666803430125569|judge-rules|zh_cn|判断规则|1|0|1|1||menu|1
1054271800844087298|1051666803430125569|section-map-rule|zh_cn|科目映射规则|1|0|1|1||menu|1
1054282485086941186|1051666803430125569|match-group-element|zh_cn|匹配组与核算要素|1|0|1|1||menu|1
1054561216900755457|1051666803430125569|approval-my-reimburse|zh_cn|报账单审批|1|0|1|1||menu|1
1054617926705213442|1051666803430125569|finance-setting|zh_cn|财务设置|1|0|1|1||menu|1
1054917071617781761|1051666803430125569|currency-setting|zh_cn|币种设置|1|0|1|1||menu|1
1054971037814747137|1051666803430125569|approve-expense-adjust|zh_cn|费用调整单审批|1|0|1|1||menu|1
1054991918972661761|1051666803430125569|budget-org-define|zh_cn|预算组织定义|1|0|1|1||menu|1
1054995675332603906|1051666803430125569|company-level-define|zh_cn|公司级别定义|1|0|1|1||menu|1
1055014496290336769|1051666803430125569|budget-org-new|zh_cn|新建预算组织|1|0|1|1||menu|1
1055343812937117697|1051666803430125569|budget-structure-new|zh_cn|新建预算表|1|0|1|1||menu|1
1055466735492526081|1051666803430125569|coding-rule-object|zh_cn|编码规则定义|1|0|1|1||menu|1
1055672122149826561|1051666803430125569|person-group-detail|zh_cn|人员组详情|1|0|1|1||menu|1
1056732455653662722|1051666803430125569|budget-balance-solution-newOrEdit|zh_cn|新建/编辑预算余额方案|1|0|1|1||menu|1
1056735612089720833|1051666803430125569|budget-balance|zh_cn|预算余额|1|0|1|1||menu|1
1056809491541336065|1051666803430125569|csh-write-off-backlash-check|zh_cn|核销反冲复核|1|0|1|1||menu|1
1056812775199023106|1051666803430125569|check-cost-application.|zh_cn|费用申请查看|1|0|1|1||menu|1
1057176369124155394|1051666803430125569|base-expense-report-detail|zh_cn|报销单详情|1|0|1|1||menu|1
1059283400123555842|1051666803430125569|approve-expense-report-detail|zh_cn|报销单审批详情|1|0|1|1||menu|1
1071006883171213313|1051666803430125569|lcn-manager|zh_cn|分布式事务管理器|1|0|1|1||menu|1
1071055305815302145|1051666803430125569|lcn-transaction|zh_cn|事务补偿|1|0|1|1||menu|1
1073093234086825986|1051666803430125569|demo-gc|zh_cn|郭聪|1|0|1|1||menu|1
1073093929900888066|1051666803430125569|demo-lbf|zh_cn|龙斌峰|1|0|1|1||menu|1
1073100056378134530|1051666803430125569|demo-wgs|zh_cn|韦桂思|1|0|1|1||menu|1
1073459482704068612|1064770323488772097|PREPAY_CASH_TYPE_ERROR|en_us|Type of cash transaction error！|1|0|1|1|ERROR|menu|1
1073459482704068613|1064770323488772097|PREPAY_CASH_PAY_REQUISITION_TYPE_ALREADY_EXISTS|en_us|This CashPayRequisitionType data already exists!|1|0|1|1|ERROR|menu|1
1073459482704068614|1064770323488772097|PREPAY_CASHPAYREQUISITIONTYPE_ASSIGN_TRANSACTIONCLASS_NOT_ALLOWED_TO_REPEAT|en_us|The TransactionClass under the same PayRequisitionType is not allowed to repeat!|1|0|1|1|ERROR|menu|1
1073459482704068615|1064770323488772097|PREPAY_CURRENCY_NOT_FOUND|en_us|The currency does not exist！|1|0|1|1|ERROR|menu|1
1073459482704068616|1064770323488772097|PREPAY_GET_APPLICATION_INFO_ERROR|en_us|Failure to obtain application form information by prepayment！|1|0|1|1|ERROR|menu|1
1073459482704068617|1064770323488772097|PREPAY_CASH_PAY_REQUISITION_TYPE_NOT_EXIST|en_us|This CashPayRequisitionType data does not exist!|1|0|1|1|ERROR|menu|1
1073459482704068618|1064770323488772097|PREPAY_SOURCE_DOCUMENT_INFO_NULL|en_us|The source documents corresponding to the bill of payment cannot be empty！|1|0|1|1|ERROR|menu|1
1073459482704068619|1064770323488772097|PREPAY_CREATE_APPLICATION_ERROR|en_us|Creating an application form a prepayment association relationship!|1|0|1|1|ERROR|menu|1
1073459482704068620|1064770323488772097|PREPAY_PAYMENT_METHOD_TYPE_ERROR|en_us|Type of payment error！|1|0|1|1|ERROR|menu|1
1073459482704068621|1064770323488772097|PREPAY_PAY_PUSH_ERROR|en_us|Unknown exception of push payment platform！|1|0|1|1|ERROR|menu|1
1073459482704068622|1064770323488772097|PREPAY_CASHPAYREQUISITIONTYPE_ASSIGN_USER_GROUP_NOT_ALLOWED_TO_REPEAT|en_us|The userGroup under the same PayRequisitionType is not allowed to repeat!|1|0|1|1|ERROR|menu|1
1073459482704068623|1064770323488772097|PREPAY_GET_BY_NUMBER_ERROR|en_us|Failure to obtain documents by contract number!|1|0|1|1|ERROR|menu|1
1073459482704068624|1064770323488772097|PREPAY_PREPAYMENT_TYPE_APPLICATION_ERROR|en_us|The application form for the advance payment form has been attached. Please select the application form!|1|0|1|1|ERROR|menu|1
1073459482704068625|1064770323488772097|PREPAY_CASHPAYREQUISITIONTYPE_ASSIGN_COMPANY_NOT_EXIST|en_us|This CashPayRequisitionTypeAssignCompany data does not exist!|1|0|1|1|ERROR|menu|1
